"○ 월.분기.연간 인구동향(출생,사망,혼인,이혼) [명, 건]",,,
행정구역별,종류별,시점,"출생,사망,혼인,이혼"
전라북도,혼인건수(건),2016.02 월,647
전라북도,혼인건수(건),2016.03 월,788
전라북도,혼인건수(건),2016.04 월,711
전라북도,혼인건수(건),2016.05 월,755
전라북도,혼인건수(건),2016.06 월,717
전라북도,혼인건수(건),2016.07 월,578
전라북도,혼인건수(건),2016.08 월,657
전라북도,혼인건수(건),2016.09 월,492
전라북도,혼인건수(건),2016.10 월,575
전라북도,혼인건수(건),2016.11 월,759
전라북도,혼인건수(건),2016.12 월,825
전라북도,혼인건수(건),2017.01 월,743
전라북도,혼인건수(건),2017.02 월,677
전라북도,혼인건수(건),2017.03 월,739
전라북도,혼인건수(건),2017.04 월,585
전라북도,혼인건수(건),2017.05 월,790
전라북도,혼인건수(건),2017.06 월,647
전라북도,혼인건수(건),2017.07 월,538
전라북도,혼인건수(건),2017.08 월,566
전라북도,혼인건수(건),2017.09 월,526
전라북도,혼인건수(건),2017.10 월,502
전라북도,혼인건수(건),2017.11 월,717
전라북도,혼인건수(건),2017.12 월,787
전라북도,혼인건수(건),2018.01 월,695
전라북도,혼인건수(건),2018.02 월,511
전라북도,혼인건수(건),2018.03 월,686
전라북도,혼인건수(건),2018.04 월,617
전라북도,혼인건수(건),2018.05 월,714
전라북도,혼인건수(건),2018.06 월,594
전라북도,혼인건수(건),2018.07 월,546
전라북도,혼인건수(건),2018.08 월,530
전라북도,혼인건수(건),2018.09 월,368
전라북도,혼인건수(건),2018.10 월,592
전라북도,혼인건수(건),2018.11 월,628
전라북도,혼인건수(건),2018.12 월,738
전라북도,혼인건수(건),2019.01 월,672
전라북도,혼인건수(건),2019.02 월,522
전라북도,혼인건수(건),2019.03 월,632
전라북도,혼인건수(건),2019.04 월,615
전라북도,혼인건수(건),2019.05 월,680
전라북도,혼인건수(건),2019.06 월,496
전라북도,혼인건수(건),2019.07 월,514
전라북도,혼인건수(건),2019.08 월,479
전라북도,혼인건수(건),2019.09 월,477
전라북도,혼인건수(건),2019.10 월,621
전라북도,혼인건수(건),2019.11 월,631
전라북도,혼인건수(건),2019.12 월,666
전라북도,혼인건수(건),2020.01 월,576
전라북도,혼인건수(건),2020.02 월,537
전라북도,혼인건수(건),2020.03 월,517
전라북도,혼인건수(건),2020.04 월,467
전라북도,혼인건수(건),2020.05 월,543
전라북도,혼인건수(건),2020.06 월,465
전라북도,혼인건수(건),2020.07 월,465
전라북도,혼인건수(건),2020.08 월,379
전라북도,혼인건수(건),2020.09 월,436
전라북도,혼인건수(건),2020.10 월,451
전라북도,혼인건수(건),2020.11 월,532
전라북도,혼인건수(건),2020.12 월,685
전라북도,혼인건수(건),2021.01 월,457
전라북도,혼인건수(건),2021.02 월,419
전라북도,혼인건수(건),2021.03 월,436
전라북도,혼인건수(건),2021.04 월,434
전라북도,혼인건수(건),2021.05 월,434
전라북도,혼인건수(건),2021.06 월,422
전라북도,혼인건수(건),2021.07 월,433
전라북도,혼인건수(건),2021.08 월,430
전라북도,혼인건수(건),2021.09 월,407
전라북도,혼인건수(건),2021.10 월,426
전라북도,혼인건수(건),2021.11 월,488
전라북도,혼인건수(건),2021.12 월,539
전라북도,혼인건수(건),2022.01 월,390
전라북도,혼인건수(건),2022.02 월,402
전라북도,혼인건수(건),2022.03 월,438
전라북도,혼인건수(건),2022.04 월,414
전라북도,혼인건수(건),2022.05 월,483
전라북도,혼인건수(건),2022.06 월,411
전라북도,혼인건수(건),2022.07 월,460
전라북도,혼인건수(건),2022.08 월,412
전라북도,혼인건수(건),2022.09 월,427
전라북도,혼인건수(건),2022.10 월,473
전라북도,혼인건수(건),2022.11 월,519
전라북도,혼인건수(건),2022.12 월,565
전라북도,조혼인율(천명당),2000.01 월,6.6
전라북도,조혼인율(천명당),2000.02 월,6.1
전라북도,조혼인율(천명당),2000.03 월,7.4
전라북도,조혼인율(천명당),2000.04 월,6
전라북도,조혼인율(천명당),2000.05 월,7.1
전라북도,조혼인율(천명당),2000.06 월,5.2
전라북도,조혼인율(천명당),2000.07 월,3.8
전라북도,조혼인율(천명당),2000.08 월,3.6
전라북도,조혼인율(천명당),2000.09 월,3.1
전라북도,조혼인율(천명당),2000.10 월,5.1
전라북도,조혼인율(천명당),2000.11 월,6.6
전라북도,조혼인율(천명당),2000.12 월,7.5
전라북도,조혼인율(천명당),2001.01 월,6
전라북도,조혼인율(천명당),2001.02 월,5.8
전라북도,조혼인율(천명당),2001.03 월,5.9
전라북도,조혼인율(천명당),2001.04 월,5.8
전라북도,조혼인율(천명당),2001.05 월,6.4
전라북도,조혼인율(천명당),2001.06 월,4.7
전라북도,조혼인율(천명당),2001.07 월,3.7
전라북도,조혼인율(천명당),2001.08 월,3.6
전라북도,조혼인율(천명당),2001.09 월,3.2
전라북도,조혼인율(천명당),2001.10 월,4.1
전라북도,조혼인율(천명당),2001.11 월,5.6
전라북도,조혼인율(천명당),2001.12 월,7.2
전라북도,조혼인율(천명당),2002.01 월,6.3
전라북도,조혼인율(천명당),2002.02 월,4.9
전라북도,조혼인율(천명당),2002.03 월,6
전라북도,조혼인율(천명당),2002.04 월,5.8
전라북도,조혼인율(천명당),2002.05 월,6.9
전라북도,조혼인율(천명당),2002.06 월,5
전라북도,조혼인율(천명당),2002.07 월,4.1
전라북도,조혼인율(천명당),2002.08 월,3.7
전라북도,조혼인율(천명당),2002.09 월,3.4
전라북도,조혼인율(천명당),2002.10 월,5
전라북도,조혼인율(천명당),2002.11 월,6.5
전라북도,조혼인율(천명당),2002.12 월,7.3
전라북도,조혼인율(천명당),2003.01 월,5.3
전라북도,조혼인율(천명당),2003.02 월,5.5
전라북도,조혼인율(천명당),2003.03 월,5.7
전라북도,조혼인율(천명당),2003.04 월,5.9
전라북도,조혼인율(천명당),2003.05 월,5.8
전라북도,조혼인율(천명당),2003.06 월,5
전라북도,조혼인율(천명당),2003.07 월,4.3
전라북도,조혼인율(천명당),2003.08 월,3.6
전라북도,조혼인율(천명당),2003.09 월,3.5
전라북도,조혼인율(천명당),2003.10 월,5
전라북도,조혼인율(천명당),2003.11 월,6.2
전라북도,조혼인율(천명당),2003.12 월,7.5
전라북도,조혼인율(천명당),2004.01 월,5.3
전라북도,조혼인율(천명당),2004.02 월,5.5
전라북도,조혼인율(천명당),2004.03 월,6.2
전라북도,조혼인율(천명당),2004.04 월,5.3
전라북도,조혼인율(천명당),2004.05 월,5.6
전라북도,조혼인율(천명당),2004.06 월,5.6
전라북도,조혼인율(천명당),2004.07 월,4.3
전라북도,조혼인율(천명당),2004.08 월,3.6
전라북도,조혼인율(천명당),2004.09 월,3.2
전라북도,조혼인율(천명당),2004.10 월,4.4
전라북도,조혼인율(천명당),2004.11 월,6
전라북도,조혼인율(천명당),2004.12 월,8.3
전라북도,조혼인율(천명당),2005.01 월,5.3
전라북도,조혼인율(천명당),2005.02 월,4.8
전라북도,조혼인율(천명당),2005.03 월,6.3
전라북도,조혼인율(천명당),2005.04 월,5.7
전라북도,조혼인율(천명당),2005.05 월,6
전라북도,조혼인율(천명당),2005.06 월,5.4
전라북도,조혼인율(천명당),2005.07 월,4.4
전라북도,조혼인율(천명당),2005.08 월,4.2
전라북도,조혼인율(천명당),2005.09 월,3.6
전라북도,조혼인율(천명당),2005.10 월,4.9
전라북도,조혼인율(천명당),2005.11 월,6.2
전라북도,조혼인율(천명당),2005.12 월,7.8
전라북도,조혼인율(천명당),2006.01 월,5.5
전라북도,조혼인율(천명당),2006.02 월,5.3
전라북도,조혼인율(천명당),2006.03 월,6
전라북도,조혼인율(천명당),2006.04 월,5.4
전라북도,조혼인율(천명당),2006.05 월,6.2
전라북도,조혼인율(천명당),2006.06 월,5.6
전라북도,조혼인율(천명당),2006.07 월,4.8
전라북도,조혼인율(천명당),2006.08 월,4.3
전라북도,조혼인율(천명당),2006.09 월,4.2
전라북도,조혼인율(천명당),2006.10 월,4.3
전라북도,조혼인율(천명당),2006.11 월,6.2
전라북도,조혼인율(천명당),2006.12 월,8.9
전라북도,조혼인율(천명당),2007.01 월,6.8
전라북도,조혼인율(천명당),2007.02 월,6.4
전라북도,조혼인율(천명당),2007.03 월,6.1
전라북도,조혼인율(천명당),2007.04 월,5.7
전라북도,조혼인율(천명당),2007.05 월,6.4
전라북도,조혼인율(천명당),2007.06 월,5.5
전라북도,조혼인율(천명당),2007.07 월,4.7
전라북도,조혼인율(천명당),2007.08 월,4.8
전라북도,조혼인율(천명당),2007.09 월,3.7
전라북도,조혼인율(천명당),2007.10 월,5.2
전라북도,조혼인율(천명당),2007.11 월,6.9
전라북도,조혼인율(천명당),2007.12 월,7.7
전라북도,조혼인율(천명당),2008.01 월,6.8
전라북도,조혼인율(천명당),2008.02 월,5.3
전라북도,조혼인율(천명당),2008.03 월,5.7
전라북도,조혼인율(천명당),2008.04 월,5.6
전라북도,조혼인율(천명당),2008.05 월,6.3
전라북도,조혼인율(천명당),2008.06 월,5.7
전라북도,조혼인율(천명당),2008.07 월,5
전라북도,조혼인율(천명당),2008.08 월,4.5
전라북도,조혼인율(천명당),2008.09 월,3.9
전라북도,조혼인율(천명당),2008.10 월,5
전라북도,조혼인율(천명당),2008.11 월,5.7
전라북도,조혼인율(천명당),2008.12 월,7.7
전라북도,조혼인율(천명당),2009.01 월,5.5
전라북도,조혼인율(천명당),2009.02 월,5.1
전라북도,조혼인율(천명당),2009.03 월,5.5
전라북도,조혼인율(천명당),2009.04 월,5.4
전라북도,조혼인율(천명당),2009.05 월,5.4
전라북도,조혼인율(천명당),2009.06 월,5.4
전라북도,조혼인율(천명당),2009.07 월,4.2
전라북도,조혼인율(천명당),2009.08 월,4.1
전라북도,조혼인율(천명당),2009.09 월,3.8
전라북도,조혼인율(천명당),2009.10 월,4.5
전라북도,조혼인율(천명당),2009.11 월,5.7
전라북도,조혼인율(천명당),2009.12 월,7.5
전라북도,조혼인율(천명당),2010.01 월,5.7
전라북도,조혼인율(천명당),2010.02 월,5.7
전라북도,조혼인율(천명당),2010.03 월,5.7
전라북도,조혼인율(천명당),2010.04 월,6
전라북도,조혼인율(천명당),2010.05 월,6.2
전라북도,조혼인율(천명당),2010.06 월,5.8
전라북도,조혼인율(천명당),2010.07 월,4.8
전라북도,조혼인율(천명당),2010.08 월,5
전라북도,조혼인율(천명당),2010.09 월,4
전라북도,조혼인율(천명당),2010.10 월,5
전라북도,조혼인율(천명당),2010.11 월,6.8
전라북도,조혼인율(천명당),2010.12 월,7.4
전라북도,조혼인율(천명당),2011.01 월,5.8
전라북도,조혼인율(천명당),2011.02 월,5.5
전라북도,조혼인율(천명당),2011.03 월,5.5
전라북도,조혼인율(천명당),2011.04 월,5.7
전라북도,조혼인율(천명당),2011.05 월,5.9
전라북도,조혼인율(천명당),2011.06 월,5.5
전라북도,조혼인율(천명당),2011.07 월,4.4
전라북도,조혼인율(천명당),2011.08 월,5
전라북도,조혼인율(천명당),2011.09 월,4.3
전라북도,조혼인율(천명당),2011.10 월,5.3
전라북도,조혼인율(천명당),2011.11 월,6.5
전라북도,조혼인율(천명당),2011.12 월,7.5
전라북도,조혼인율(천명당),2012.01 월,6
전라북도,조혼인율(천명당),2012.02 월,5.7
전라북도,조혼인율(천명당),2012.03 월,6
전라북도,조혼인율(천명당),2012.04 월,5.7
전라북도,조혼인율(천명당),2012.05 월,5.2
전라북도,조혼인율(천명당),2012.06 월,5.5
전라북도,조혼인율(천명당),2012.07 월,4.6
전라북도,조혼인율(천명당),2012.08 월,4.6
전라북도,조혼인율(천명당),2012.09 월,3.4
전라북도,조혼인율(천명당),2012.10 월,4.8
전라북도,조혼인율(천명당),2012.11 월,6.1
전라북도,조혼인율(천명당),2012.12 월,7
전라북도,조혼인율(천명당),2013.01 월,6
전라북도,조혼인율(천명당),2013.02 월,5.3
전라북도,조혼인율(천명당),2013.03 월,4.2
전라북도,조혼인율(천명당),2013.04 월,5.1
전라북도,조혼인율(천명당),2013.05 월,5.9
전라북도,조혼인율(천명당),2013.06 월,5.3
전라북도,조혼인율(천명당),2013.07 월,5.2
전라북도,조혼인율(천명당),2013.08 월,4.6
전라북도,조혼인율(천명당),2013.09 월,3.6
전라북도,조혼인율(천명당),2013.10 월,5.1
전라북도,조혼인율(천명당),2013.11 월,5.8
전라북도,조혼인율(천명당),2013.12 월,7.3
전라북도,조혼인율(천명당),2014.01 월,5.3
전라북도,조혼인율(천명당),2014.02 월,5.7
전라북도,조혼인율(천명당),2014.03 월,5.1
전라북도,조혼인율(천명당),2014.04 월,4.7
전라북도,조혼인율(천명당),2014.05 월,5.3
전라북도,조혼인율(천명당),2014.06 월,4.6
전라북도,조혼인율(천명당),2014.07 월,4.5
전라북도,조혼인율(천명당),2014.08 월,4
전라북도,조혼인율(천명당),2014.09 월,3.9
전라북도,조혼인율(천명당),2014.10 월,5.1
전라북도,조혼인율(천명당),2014.11 월,4.6
전라북도,조혼인율(천명당),2014.12 월,6.5
전라북도,조혼인율(천명당),2015.01 월,5.4
전라북도,조혼인율(천명당),2015.02 월,4.2
전라북도,조혼인율(천명당),2015.03 월,5.3
전라북도,조혼인율(천명당),2015.04 월,5
전라북도,조혼인율(천명당),2015.05 월,5.1
전라북도,조혼인율(천명당),2015.06 월,5.3
전라북도,조혼인율(천명당),2015.07 월,4.3
전라북도,조혼인율(천명당),2015.08 월,4
전라북도,조혼인율(천명당),2015.09 월,3.7
전라북도,조혼인율(천명당),2015.10 월,4.6
전라북도,조혼인율(천명당),2015.11 월,4.9
전라북도,조혼인율(천명당),2015.12 월,6.6
전라북도,조혼인율(천명당),2016.01 월,4.5
전라북도,조혼인율(천명당),2016.02 월,4.4
전라북도,조혼인율(천명당),2016.03 월,5
전라북도,조혼인율(천명당),2016.04 월,4.7
전라북도,조혼인율(천명당),2016.05 월,4.8
전라북도,조혼인율(천명당),2016.06 월,4.7
전라북도,조혼인율(천명당),2016.07 월,3.7
전라북도,조혼인율(천명당),2016.08 월,4.2
전라북도,조혼인율(천명당),2016.09 월,3.2
전라북도,조혼인율(천명당),2016.10 월,3.7
전라북도,조혼인율(천명당),2016.11 월,5
전라북도,조혼인율(천명당),2016.12 월,5.3
전라북도,조혼인율(천명당),2017.01 월,4.7
전라북도,조혼인율(천명당),2017.02 월,4.8
전라북도,조혼인율(천명당),2017.03 월,4.7
전라북도,조혼인율(천명당),2017.04 월,3.9
전라북도,조혼인율(천명당),2017.05 월,5
전라북도,조혼인율(천명당),2017.06 월,4.3
전라북도,조혼인율(천명당),2017.07 월,3.4
전라북도,조혼인율(천명당),2017.08 월,3.6
전라북도,조혼인율(천명당),2017.09 월,3.5
전라북도,조혼인율(천명당),2017.10 월,3.2
전라북도,조혼인율(천명당),2017.11 월,4.7
전라북도,조혼인율(천명당),2017.12 월,5
전라북도,조혼인율(천명당),2018.01 월,4.4
전라북도,조혼인율(천명당),2018.02 월,3.6
전라북도,조혼인율(천명당),2018.03 월,4.4
전라북도,조혼인율(천명당),2018.04 월,4.1
전라북도,조혼인율(천명당),2018.05 월,4.6
전라북도,조혼인율(천명당),2018.06 월,3.9
전라북도,조혼인율(천명당),2018.07 월,3.5
전라북도,조혼인율(천명당),2018.08 월,3.4
전라북도,조혼인율(천명당),2018.09 월,2.4
전라북도,조혼인율(천명당),2018.10 월,3.8
전라북도,조혼인율(천명당),2018.11 월,4.2
전라북도,조혼인율(천명당),2018.12 월,4.8
전라북도,조혼인율(천명당),2019.01 월,4.3
전라북도,조혼인율(천명당),2019.02 월,3.7
전라북도,조혼인율(천명당),2019.03 월,4.1
전라북도,조혼인율(천명당),2019.04 월,4.1
전라북도,조혼인율(천명당),2019.05 월,4.4
전라북도,조혼인율(천명당),2019.06 월,3.3
전라북도,조혼인율(천명당),2019.07 월,3.3
전라북도,조혼인율(천명당),2019.08 월,3.1
전라북도,조혼인율(천명당),2019.09 월,3.2
전라북도,조혼인율(천명당),2019.10 월,4
전라북도,조혼인율(천명당),2019.11 월,4.2
전라북도,조혼인율(천명당),2019.12 월,4.3
전라북도,조혼인율(천명당),2020.01 월,3.8
전라북도,조혼인율(천명당),2020.02 월,3.8
전라북도,조혼인율(천명당),2020.03 월,3.4
전라북도,조혼인율(천명당),2020.04 월,3.2
전라북도,조혼인율(천명당),2020.05 월,3.6
전라북도,조혼인율(천명당),2020.06 월,3.2
전라북도,조혼인율(천명당),2020.07 월,3.1
전라북도,조혼인율(천명당),2020.08 월,2.5
전라북도,조혼인율(천명당),2020.09 월,3
전라북도,조혼인율(천명당),2020.10 월,3
전라북도,조혼인율(천명당),2020.11 월,3.6
전라북도,조혼인율(천명당),2020.12 월,4.5
전라북도,조혼인율(천명당),2021.01 월,3
전라북도,조혼인율(천명당),2021.02 월,3.1
전라북도,조혼인율(천명당),2021.03 월,2.9
전라북도,조혼인율(천명당),2021.04 월,3
전라북도,조혼인율(천명당),2021.05 월,2.9
전라북도,조혼인율(천명당),2021.06 월,2.9
전라북도,조혼인율(천명당),2021.07 월,2.9
전라북도,조혼인율(천명당),2021.08 월,2.8
전라북도,조혼인율(천명당),2021.09 월,2.8
전라북도,조혼인율(천명당),2021.10 월,2.8
전라북도,조혼인율(천명당),2021.11 월,3.3
전라북도,조혼인율(천명당),2021.12 월,3.6
전라북도,조혼인율(천명당),2022.01 월,2.6
전라북도,조혼인율(천명당),2022.02 월,2.9
전라북도,조혼인율(천명당),2022.03 월,2.9
전라북도,조혼인율(천명당),2022.04 월,2.8
전라북도,조혼인율(천명당),2022.05 월,3.2
전라북도,조혼인율(천명당),2022.06 월,2.8
전라북도,조혼인율(천명당),2022.07 월,3.1
전라북도,조혼인율(천명당),2022.08 월,2.7
전라북도,조혼인율(천명당),2022.09 월,2.9
전라북도,조혼인율(천명당),2022.10 월,3.2
전라북도,조혼인율(천명당),2022.11 월,3.6
전라북도,조혼인율(천명당),2022.12 월,3.8
전라북도,이혼건수(건),1981.01 월,61
전라북도,이혼건수(건),1981.02 월,66
전라북도,이혼건수(건),1981.03 월,65
전라북도,이혼건수(건),1981.04 월,92
전라북도,이혼건수(건),1981.05 월,67
전라북도,이혼건수(건),1981.06 월,72
전라북도,이혼건수(건),1981.07 월,58
전라북도,이혼건수(건),1981.08 월,77
전라북도,이혼건수(건),1981.09 월,71
전라북도,이혼건수(건),1981.10 월,59
전라북도,이혼건수(건),1981.11 월,60
전라북도,이혼건수(건),1981.12 월,58
전라북도,이혼건수(건),1982.01 월,51
전라북도,이혼건수(건),1982.02 월,78
전라북도,이혼건수(건),1982.03 월,64
전라북도,이혼건수(건),1982.04 월,75
전라북도,이혼건수(건),1982.05 월,74
전라북도,이혼건수(건),1982.06 월,82
전라북도,이혼건수(건),1982.07 월,72
전라북도,이혼건수(건),1982.08 월,72
전라북도,이혼건수(건),1982.09 월,79
전라북도,이혼건수(건),1982.10 월,64
전라북도,이혼건수(건),1982.11 월,69
전라북도,이혼건수(건),1982.12 월,91
전라북도,이혼건수(건),1983.01 월,76
전라북도,이혼건수(건),1983.02 월,72
전라북도,이혼건수(건),1983.03 월,83
전라북도,이혼건수(건),1983.04 월,76
전라북도,이혼건수(건),1983.05 월,62
전라북도,이혼건수(건),1983.06 월,73
전라북도,이혼건수(건),1983.07 월,64
전라북도,이혼건수(건),1983.08 월,76
전라북도,이혼건수(건),1983.09 월,71
전라북도,이혼건수(건),1983.10 월,61
전라북도,이혼건수(건),1983.11 월,74
전라북도,이혼건수(건),1983.12 월,102
전라북도,이혼건수(건),1984.01 월,92
전라북도,이혼건수(건),1984.02 월,116
전라북도,이혼건수(건),1984.03 월,124
전라북도,이혼건수(건),1984.04 월,88
전라북도,이혼건수(건),1984.05 월,89
전라북도,이혼건수(건),1984.06 월,91
전라북도,이혼건수(건),1984.07 월,98
전라북도,이혼건수(건),1984.08 월,100
전라북도,이혼건수(건),1984.09 월,81
전라북도,이혼건수(건),1984.10 월,94
전라북도,이혼건수(건),1984.11 월,88
전라북도,이혼건수(건),1984.12 월,100
전라북도,이혼건수(건),1985.01 월,94
전라북도,이혼건수(건),1985.02 월,82
전라북도,이혼건수(건),1985.03 월,116
전라북도,이혼건수(건),1985.04 월,95
전라북도,이혼건수(건),1985.05 월,92
전라북도,이혼건수(건),1985.06 월,102
전라북도,이혼건수(건),1985.07 월,110
전라북도,이혼건수(건),1985.08 월,122
전라북도,이혼건수(건),1985.09 월,89
전라북도,이혼건수(건),1985.10 월,91
전라북도,이혼건수(건),1985.11 월,94
전라북도,이혼건수(건),1985.12 월,76
전라북도,이혼건수(건),1986.01 월,98
전라북도,이혼건수(건),1986.02 월,85
전라북도,이혼건수(건),1986.03 월,99
전라북도,이혼건수(건),1986.04 월,123
전라북도,이혼건수(건),1986.05 월,97
전라북도,이혼건수(건),1986.06 월,89
전라북도,이혼건수(건),1986.07 월,96
전라북도,이혼건수(건),1986.08 월,126
전라북도,이혼건수(건),1986.09 월,90
전라북도,이혼건수(건),1986.10 월,108
전라북도,이혼건수(건),1986.11 월,77
전라북도,이혼건수(건),1986.12 월,105
전라북도,이혼건수(건),1987.01 월,87
전라북도,이혼건수(건),1987.02 월,127
전라북도,이혼건수(건),1987.03 월,122
전라북도,이혼건수(건),1987.04 월,105
전라북도,이혼건수(건),1987.05 월,86
전라북도,이혼건수(건),1987.06 월,96
전라북도,이혼건수(건),1987.07 월,133
전라북도,이혼건수(건),1987.08 월,120
전라북도,이혼건수(건),1987.09 월,108
전라북도,이혼건수(건),1987.10 월,109
전라북도,이혼건수(건),1987.11 월,114
전라북도,이혼건수(건),1987.12 월,116
전라북도,이혼건수(건),1988.01 월,109
전라북도,이혼건수(건),1988.02 월,86
전라북도,이혼건수(건),1988.03 월,121
전라북도,이혼건수(건),1988.04 월,108
전라북도,이혼건수(건),1988.05 월,94
전라북도,이혼건수(건),1988.06 월,115
전라북도,이혼건수(건),1988.07 월,99
전라북도,이혼건수(건),1988.08 월,111
전라북도,이혼건수(건),1988.09 월,104
전라북도,이혼건수(건),1988.10 월,85
전라북도,이혼건수(건),1988.11 월,114
전라북도,이혼건수(건),1988.12 월,106
전라북도,이혼건수(건),1989.01 월,108
전라북도,이혼건수(건),1989.02 월,95
전라북도,이혼건수(건),1989.03 월,114
전라북도,이혼건수(건),1989.04 월,99
전라북도,이혼건수(건),1989.05 월,112
전라북도,이혼건수(건),1989.06 월,118
전라북도,이혼건수(건),1989.07 월,121
전라북도,이혼건수(건),1989.08 월,151
전라북도,이혼건수(건),1989.09 월,92
전라북도,이혼건수(건),1989.10 월,112
전라북도,이혼건수(건),1989.11 월,132
전라북도,이혼건수(건),1989.12 월,129
전라북도,이혼건수(건),1990.01 월,112
전라북도,이혼건수(건),1990.02 월,126
전라북도,이혼건수(건),1990.03 월,151
전라북도,이혼건수(건),1990.04 월,120
전라북도,이혼건수(건),1990.05 월,120
전라북도,이혼건수(건),1990.06 월,103
전라북도,이혼건수(건),1990.07 월,129
전라북도,이혼건수(건),1990.08 월,149
전라북도,이혼건수(건),1990.09 월,126
전라북도,이혼건수(건),1990.10 월,105
전라북도,이혼건수(건),1990.11 월,106
전라북도,이혼건수(건),1990.12 월,105
전라북도,이혼건수(건),1991.01 월,115
전라북도,이혼건수(건),1991.02 월,108
전라북도,이혼건수(건),1991.03 월,123
전라북도,이혼건수(건),1991.04 월,125
전라북도,이혼건수(건),1991.05 월,133
전라북도,이혼건수(건),1991.06 월,143
전라북도,이혼건수(건),1991.07 월,145
전라북도,이혼건수(건),1991.08 월,157
전라북도,이혼건수(건),1991.09 월,134
전라북도,이혼건수(건),1991.10 월,162
전라북도,이혼건수(건),1991.11 월,126
전라북도,이혼건수(건),1991.12 월,116
전라북도,이혼건수(건),1992.01 월,169
전라북도,이혼건수(건),1992.02 월,139
전라북도,이혼건수(건),1992.03 월,145
전라북도,이혼건수(건),1992.04 월,156
전라북도,이혼건수(건),1992.05 월,142
전라북도,이혼건수(건),1992.06 월,133
전라북도,이혼건수(건),1992.07 월,162
전라북도,이혼건수(건),1992.08 월,174
전라북도,이혼건수(건),1992.09 월,143
전라북도,이혼건수(건),1992.10 월,163
전라북도,이혼건수(건),1992.11 월,157
전라북도,이혼건수(건),1992.12 월,144
전라북도,이혼건수(건),1993.01 월,139
전라북도,이혼건수(건),1993.02 월,172
전라북도,이혼건수(건),1993.03 월,203
전라북도,이혼건수(건),1993.04 월,144
전라북도,이혼건수(건),1993.05 월,163
전라북도,이혼건수(건),1993.06 월,140
전라북도,이혼건수(건),1993.07 월,196
전라북도,이혼건수(건),1993.08 월,192
전라북도,이혼건수(건),1993.09 월,137
전라북도,이혼건수(건),1993.10 월,176
전라북도,이혼건수(건),1993.11 월,144
전라북도,이혼건수(건),1993.12 월,152
전라북도,이혼건수(건),1994.01 월,193
전라북도,이혼건수(건),1994.02 월,188
전라북도,이혼건수(건),1994.03 월,209
전라북도,이혼건수(건),1994.04 월,200
전라북도,이혼건수(건),1994.05 월,172
전라북도,이혼건수(건),1994.06 월,211
전라북도,이혼건수(건),1994.07 월,186
전라북도,이혼건수(건),1994.08 월,222
전라북도,이혼건수(건),1994.09 월,212
전라북도,이혼건수(건),1994.10 월,192
전라북도,이혼건수(건),1994.11 월,164
전라북도,이혼건수(건),1994.12 월,198
전라북도,이혼건수(건),1995.01 월,168
전라북도,이혼건수(건),1995.02 월,194
전라북도,이혼건수(건),1995.03 월,216
전라북도,이혼건수(건),1995.04 월,211
전라북도,이혼건수(건),1995.05 월,213
전라북도,이혼건수(건),1995.06 월,233
전라북도,이혼건수(건),1995.07 월,241
전라북도,이혼건수(건),1995.08 월,255
전라북도,이혼건수(건),1995.09 월,205
전라북도,이혼건수(건),1995.10 월,211
전라북도,이혼건수(건),1995.11 월,189
전라북도,이혼건수(건),1995.12 월,191
전라북도,이혼건수(건),1996.01 월,218
전라북도,이혼건수(건),1996.02 월,240
전라북도,이혼건수(건),1996.03 월,260
전라북도,이혼건수(건),1996.04 월,198
전라북도,이혼건수(건),1996.05 월,226
전라북도,이혼건수(건),1996.06 월,262
전라북도,이혼건수(건),1996.07 월,235
전라북도,이혼건수(건),1996.08 월,256
전라북도,이혼건수(건),1996.09 월,228
전라북도,이혼건수(건),1996.10 월,295
전라북도,이혼건수(건),1996.11 월,267
전라북도,이혼건수(건),1996.12 월,248
전라북도,이혼건수(건),1997.01 월,253
전라북도,이혼건수(건),1997.02 월,210
전라북도,이혼건수(건),1997.03 월,330
전라북도,이혼건수(건),1997.04 월,266
전라북도,이혼건수(건),1997.05 월,270
전라북도,이혼건수(건),1997.06 월,263
전라북도,이혼건수(건),1997.07 월,314
전라북도,이혼건수(건),1997.08 월,278
전라북도,이혼건수(건),1997.09 월,265
전라북도,이혼건수(건),1997.10 월,274
전라북도,이혼건수(건),1997.11 월,280
전라북도,이혼건수(건),1997.12 월,267
전라북도,이혼건수(건),1998.01 월,258
전라북도,이혼건수(건),1998.02 월,364
전라북도,이혼건수(건),1998.03 월,373
전라북도,이혼건수(건),1998.04 월,350
전라북도,이혼건수(건),1998.05 월,326
전라북도,이혼건수(건),1998.06 월,329
전라북도,이혼건수(건),1998.07 월,334
전라북도,이혼건수(건),1998.08 월,353
전라북도,이혼건수(건),1998.09 월,392
전라북도,이혼건수(건),1998.10 월,366
전라북도,이혼건수(건),1998.11 월,328
전라북도,이혼건수(건),1998.12 월,372
전라북도,이혼건수(건),1999.01 월,326
전라북도,이혼건수(건),1999.02 월,332
전라북도,이혼건수(건),1999.03 월,420
전라북도,이혼건수(건),1999.04 월,324
전라북도,이혼건수(건),1999.05 월,313
전라북도,이혼건수(건),1999.06 월,357
전라북도,이혼건수(건),1999.07 월,372
전라북도,이혼건수(건),1999.08 월,398
전라북도,이혼건수(건),1999.09 월,360
전라북도,이혼건수(건),1999.10 월,362
전라북도,이혼건수(건),1999.11 월,311
